Time Frame,Repository,Issue Number,Issue Title,Author,Opened by Swedish,Total Comments,Commented by Swedish,Resolution Time (Days)
2022_2024,react,26647,first,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26646,Название задачи,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26645,1,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26644,first,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26643,Название задачи,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26642,Название задачи,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26641,1,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26640,first,VitalyPasechnik,NO,0,NO,0
2022_2024,react,26659,Название задачи,VitalyPasechnik,NO,1,NO,0
2022_2024,react,25893,Bug: state is not preverved across re-mounts in StrictMode ,barroudjo,NO,3,NO,119
2022_2024,react,26295,Bug: Error occurs when returning empty fragment '<></>' on a page,Willienn,NO,3,NO,43
2022_2024,react,26628,Bug: old JSX from previous rendering visible in strict mode,MartinGeisse,NO,2,NO,0
2022_2024,react,26548,[DevTools Bug]: DevTools settings are not being saved in the Edge browser,matspiewak,NO,4,NO,8
2022_2024,react,26500,[DevTools Bug]: copy operations don't work in Chrome,aynp,NO,3,NO,14
2022_2024,react,26483,High Security Vulnerability found in the dependency Minimist,kvaithin,NO,2,NO,16
2022_2024,react,26582,"When debugging React v18 source code, I installed @babel/preset-flow as prompted, but I still get an error.",ldyjjm,NO,2,NO,2
2022_2024,react,26530,Suggest adding Chinese to the new version of the official website,rjl-cli,NO,3,NO,0
2022_2024,react,26547,Bug: TypeError: aAttribruteValue.parentNode.getAttribute is not a function ,henryspivey,NO,2,NO,7
2022_2024,react,26352,[DevTools Bug]: provide an icon to Edge devtools?,yanlingwang23,NO,10,NO,33
2022_2024,react,26601,Bug:  ,Sukrittt,NO,2,NO,0
2022_2024,react,26584,When I reload deployed reactjs app on any page other than main routes it says not found,GoPro9090,NO,3,NO,0
2022_2024,react,26045,"ERROR TypeError: Cannot read property 'createElement' of undefined, js engine: hermes",98rahul,NO,3,NO,73
2022_2024,react,25917,office-ui-fabric-react version incompatibility issue with React,anmol26,NO,2,NO,110
2022_2024,react,26577,Cannot read properties of undefined (reading 'create'),RI1626,NO,2,NO,0
2022_2024,react,26564,"help! React useSelector returns undefined first, then object",litchi-iconfont,NO,3,NO,1
2022_2024,react,26578,react,nampsi98,NO,0,NO,0
2022_2024,react,26429,unable to run examples in React tictactoe tutorial,elidata-test,NO,7,NO,20
2022_2024,react,26565,"[DevTools Bug] Cannot add node ""108084"" because a node with that id is already in the Store.",Fox112345,NO,1,NO,0
2022_2024,react,26167,Bug: DEVTools not loading at all,AbdallahAli2,NO,2,NO,50
2022_2024,react,26556,"[DevTools Bug] Could not find node with id ""364"" in commit tree",ismailios,NO,1,NO,0
2022_2024,react,24767,Bug: 6 high severity vulnerabilities in create-react-app,vanuverma,NO,7,NO,0
2022_2024,react,24959,Bug / Docs / Question: Handling interrupted suspense boundaries,jacob-ebey,NO,6,NO,119
2022_2024,react,26544,"Bug: Newly Rendered `dialog` Elements Wrongly Retain the ""Open State"" of a Previously Rendered `dialog`",ITenthusiasm,NO,2,NO,0
2022_2024,react,24781,[DevTools Bug]: Selecting/deselecting boolean from DevTools Component props causing loss of class functions,a-gehlot,NO,2,NO,283
2022_2024,react,26419,"Bug: forwardRef provides an empty object as ref, causing `can't define property ""current""` error.",hansottowirtz,NO,3,NO,16
2022_2024,react,26384,"the prev line `createContainer`, root.current = new FiberNode(...), the fiber node will be freeze with preventExtensions api , markContainerAsRoot is not effect in here.",jeryqwq,NO,0,NO,19
2022_2024,react,26385,Bug: Component is not a function when using Suspense and forwardRef,hansottowirtz,NO,2,NO,19
2022_2024,react,25023,"Bug: in strict mode, states are rerendered out of order",aquark,NO,7,NO,242
2022_2024,react,26525,Bug: window.location.search is stale value and not synchronized with useLocation().search,mrdulin,NO,2,NO,0
2022_2024,react,25944,Bug: Trailing slash on void elements has no effect and interacts badly with unquoted attribute values.,wscourge,NO,3,NO,2
2022_2024,react,26505,Suggestion: [eslint-plugin-react-hooks] - should not warn/error when RefObject/MutableRefObject passed from outside hook,dominictobias,NO,0,NO,0
2022_2024,react,24891,"Is AppVeyor still used to test against Windows, can it be moved to CircleCI, and/or can we update it to use a modern/supported version of Node?",0xdevalias,NO,1,NO,259
2022_2024,react,26462,[DevTools Bug]: 'Unable to find React on the page' in incognito on Firefox,MaxLeiter,NO,1,NO,6
2022_2024,react,26496,Bug: ,Sumitmaithani,NO,0,NO,0
2022_2024,react,26484,hahaha react,wansingcheng,NO,1,NO,0
2022_2024,react,26486,Bug: ,Lijiaoa,NO,0,NO,0
2022_2024,react,26481,"Bug:   State inside custom hook is always undefined, but is present/defined outside.",VadimasKo,NO,0,NO,1
2022_2024,react,26466,When a state is update the whole component is getting Re-rendered instead it should Re-render only those element where the updated state is used,Vikram125609,NO,1,NO,0
2022_2024,react,26447,Bug: Changes made to an array in useState also affect its copy,tankotun,NO,3,NO,0
2022_2024,react,24739,useContext is not updating state,vnierat,NO,3,NO,0
2022_2024,react,26432,Bug: React css module class name generation doesn't work,chenwll,NO,1,NO,0
2022_2024,react,26108,Bug: click event handler missed after append to body,HomyeeKing,NO,2,NO,43
2022_2024,react,26417,[DevTools Bug]: ,SamarthKadam,NO,1,NO,0
2022_2024,react,26310,Bug: Facebook,Nidiaisabel,NO,0,NO,11
2022_2024,react,26411,Bug: ,Priyanshuraj21030,NO,1,NO,0
2022_2024,react,26226,Bug: Nested useTransition makes isPending of outer one always false,gaearon,NO,0,NO,19
2022_2024,react,26386,"[DevTools Bug] Cannot add node ""8891"" because a node with that id is already in the Store.",kaplanmichael,NO,1,NO,0
2022_2024,react,26253,Bug: React 18 renders different pages compared to React 17,roman-zabolotskyi-axon,NO,2,NO,15
2022_2024,react,26318,Bug: Error due to `serverSnapshot` and `snapshot` mismatch in `useSyncExternalStore` when used with `Suspense` SSR,mgiedrius,NO,2,NO,3
2022_2024,react,26375,Bug: The event bubbles out of the Shadow DOM twice,mysteryven,NO,0,NO,0
2022_2024,react,26359,"Bug: bootstrapScriptContent is being html encoded, which breaks rendering",gxxcastillo,NO,3,NO,1
2022_2024,react,26355,Bug:  include a polyfill  and change: webpack.,starboyvarun,NO,1,NO,0
2022_2024,react,26354,Bug: Perfect,JoemonReflections,NO,1,NO,0
2022_2024,react,25667,[DevTools Bug]: react-devtools depends on vulnerable version of electron,slobo80,NO,1,NO,116
2022_2024,react,26279,Bug: Suspense component loses childs hook context on suspension,42shadow42,NO,3,NO,2
2022_2024,react,26316,"Bug: Tests hang when using async act() with ""next"" and ""experimental"" release channels",bvaughn,NO,1,NO,0
2022_2024,react,26314,Bug:  React Usecallback holding the pervious ref on memory,programmerraja,NO,0,NO,0
2022_2024,react,25806,[DevTools Bug]: Components Tab does not show up,antonisprovidakis,NO,5,NO,88
2022_2024,react,26286,-,addison912,NO,0,NO,0
2022_2024,react,26103,Bug: Usage of the new root API causes double API calls within useEffect - no StrictMode,sorinpav,NO,2,NO,26
2022_2024,react,26273,Bug: Tests using jest.useFakeTimers gave different results in react 17 and 18.,skahack,NO,2,NO,0
2022_2024,react,26042," ERROR  TypeError: Cannot read property 'createElement' of undefined, js engine: hermes",98rahul,NO,1,NO,35
2022_2024,react,26276,test,nuga-dev,NO,0,NO,0
2022_2024,react,26264,Bug:  Have problems with Provider react-redux,keryaBoks,NO,1,NO,0
2022_2024,react,26251,Bug:,ShahidulislamShawon,NO,0,NO,0
2022_2024,react,26231,Bug: bals,chodagiribala,NO,0,NO,0
2022_2024,react,25924,Bug: Scripts injected by browser extensions (e.g. React dev tools) may cause hydration errors,azangru,NO,1,NO,64
2022_2024,react,25964,Bug: Suspense | client component should have a queue,xiel,NO,6,NO,50
2022_2024,react,26221,why not?[DevTools Bug]: ,fengjiewen1997,NO,3,NO,1
2022_2024,react,26179,Bug: Big text is breaking right side of div,luis-kaufmann-silva,NO,6,NO,7
2022_2024,react,25129,Bug: out of order application of useState changes,zuozp8,NO,3,NO,184
2022_2024,react,25717,Bug: Hydration not update the attributes of dom?,aweiu,NO,3,NO,94
2022_2024,react,25593,Bug: setState inside useEffect is unreliable in React 18,lucasbasquerotto,NO,9,NO,115
2022_2024,react,25614,Bug: StrictMode double mounting doesn't clean up effects from first mount,juzerzarif,NO,4,NO,113
2022_2024,react,25732,Bug: Class component is mounted/unmounted when a parent suspend,artola,NO,2,NO,92
2022_2024,react,25813,Bug: use() causes nested Suspense boundaries to not reveal ,gaearon,NO,3,NO,80
2022_2024,react,26002,Bug: Regression in event handling with ReactDOM.createRoot,Vinorcola,NO,3,NO,40
2022_2024,react,26188,Bug: setState doesn't bail on re-render when called with unchanged value during render,juzerzarif,NO,2,NO,6
2022_2024,react,26132,Considering use mobx?,zdu-strong,NO,1,NO,14
2022_2024,react,26223,Bug: react[18]: There is no expected closure problem in useEffect.,vaynevayne,NO,3,NO,0
2022_2024,react,26222,What is the preferred style of typing React components,ghost,NO,1,NO,0
2022_2024,react,26036,Bug: ,MrsLogan1985,NO,0,NO,1
2022_2024,react,26202,Bug: React router rendering bug,KennyMwendwaX,NO,2,NO,0
2022_2024,react,26201,Bug: eslint-plugin-react-hooks doesn't consider `throw` to be an early return,1EDExg0ffyXfTEqdIUAYNZGnCeajIxMWd2vaQeP,NO,2,NO,0
2022_2024,react,24894,Upgrade to modern version of Rollup and related plugins,0xdevalias,NO,1,NO,222
2022_2024,react,26178,"[DevTools Bug] Cannot add node ""792"" because a node with that id is already in the Store.",kipetaflorian,NO,1,NO,0
2022_2024,react,26173,Bug: Css scale style Property can be added as a unitlessNumber,Biki-das,NO,1,NO,0
2022_2024,react,26168,Bug : ,Fenoyerarnaud,NO,0,NO,0
2022_2024,react,26166,Bug: ,Fenoyerarnaud,NO,0,NO,0
2022_2024,react,26139,ي,nasser9,NO,0,NO,5
2022_2024,react,26147,Bug: react context not being provided to the components rendered that was passed as a prop.,warlord987,NO,2,NO,3
2022_2024,react,26156,Bug: build args parse error on powsershell,weidehai,NO,0,NO,0
2022_2024,react,26138,Bug:,nasser9,NO,0,NO,0
2022_2024,react,26125,Bug: React.lazy component  can't set Ref,coder-xsy,NO,1,NO,1
2022_2024,react,26112,Bug: transform-origin is not recognized as a valid attribute despite being in SVG specs,rtpg,NO,0,NO,3
2022_2024,react,26128,Bug(@next): legacy `ReactDOM.render` crashes when rendering into `document` container,eps1lon,NO,2,NO,0
2022_2024,react,26102,[DevTools Bug]: React Dev Tools breaks craigslist?,ericandrewlewis,NO,2,NO,5
2022_2024,react,26109,Bug: The src address does not match,shuaiyong-666,NO,4,NO,3
2022_2024,react,26126,"Bug: Failed when set ""homepage"" in package.json or set PUBLIC_URL",thanhphuchuynh,NO,3,NO,0
2022_2024,react,26090,Bug: Manual click event handler added from useEffect fires during the click event,hustle-dev,NO,3,NO,2
2022_2024,react,25872,"[DevTools Bug] Element ""1307"" not found",hanzlahabib,NO,3,NO,38
2022_2024,react,26023,Bug: Ternary operator behaving different from equivalent `&&` operator in JSX rendering,sanjarcode,NO,4,NO,11
2022_2024,react,26048,Bug: using google translate on a page then removing the translated component generates an error,WesleyKlop,NO,2,NO,4
2022_2024,react,26077,[DevTools Bug]: Expected static flag was missing,contrick64,NO,2,NO,0
2022_2024,react,26072,Bug: Conditional hooks undetected by `eslint-plugin-react-hooks` inside callback components,gdbroman,NO,2,NO,0
2022_2024,react,26050,Bug: `react-hooks/rules-of-hooks` is tricked by MobX,gdbroman,NO,1,NO,2
2022_2024,react,26051,"[DevTools Bug]: Can not work on devtools, instructions lead to error",sroussey,NO,2,NO,1
2022_2024,react,24657,Bug: Click event using window.addEventListener is fired prematurely,RobinMalfait,NO,6,NO,6
2022_2024,react,26037,Issue of Invalid Hook Call. Hooks can only be called inside of the body of a function component,Rushil20,NO,3,NO,0
2022_2024,react,24658,Bug: Uncaught TypeError: Cannot read properties of null (reading 'match'),jiawen4760256,NO,8,NO,25
2022_2024,react,25661,Bug: Event handlers are not reconciled as expected when conditionally rendering buttons inside a form,vxsl,NO,5,NO,74
2022_2024,react,26024,[DevTools Bug]: This page doesn't appear to be using react,Archimagus,NO,2,NO,3
2022_2024,react,25625,Update before hydration completed error does not clarify which suspense boundary or which update,flyon,NO,3,NO,12
2022_2024,react,26027,iframe contents cause invariant violation Component: DOM,1cmasson,NO,0,NO,0
2022_2024,react,25705,Uncaught TypeError: Cannot read properties of null (reading 'CodeMirror')     at <anonymous>:7:17,somenath203,NO,5,NO,2
2022_2024,react,26014,not working,ghost,NO,1,NO,0
2022_2024,react,25196,Bug: iframe `src` attribute set incorrectly in jsx,zachsiegel-capsida,NO,5,NO,50
2022_2024,react,25897,[DevTools Bug]: The extension brokes some JavaScripts - React is not used.,lyrixx,NO,3,NO,26
2022_2024,react,26001,What font is it?,ilgrandeanonimo,NO,1,NO,0
2022_2024,react,25986,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.",SorokinIG,NO,1,NO,0
2022_2024,react,25975,Please help to review Pull Request,zombieJ,NO,1,NO,0
2022_2024,react,25962,Bug: React.StrictMode causes AbortController to cancel,v3rron,NO,3,NO,0
2022_2024,react,25955,Problem import css custom files in tailwindcss with react app,jabed-web-dev,NO,1,NO,1
2022_2024,react,25959,Bug: JSX string interpolation throws erroneous error on `hydrateRoot`,dickie81,NO,2,NO,0
2022_2024,react,25950,[DevTools Bug]: s,javadgt,NO,1,NO,0
2022_2024,react,25949,Bug: Buttons are not having discernible text.,msftedad,NO,1,NO,0
2022_2024,react,25880,Bug: useEffect() doesn’t comeback after timeout ,devraj88,NO,1,NO,16
2022_2024,react,25936,Bug: Problem when trying to render a list as a child of a context.provider element.,Justin-del,NO,2,NO,4
2022_2024,react,25937,Bug: this reference after setState seems to be broken,michibe,NO,2,NO,3
2022_2024,react,25946,"Bug: ERROR in [eslint] Failed to load config ""react-app"" to extend from package.json",ArchanaSharma95,NO,1,NO,0
2022_2024,react,25933,"onBlur, onChange, onClick on react is triggering twice",ThakurSaad,NO,3,NO,1
2022_2024,react,25931,Bug: Weird issue with `createRoot` when container is a self closing tag,burt202,NO,3,NO,1
2022_2024,react,25509,Bug: Pass Props as Object Assignment in ES 6 If the key and the values are same,HammassK,NO,2,NO,65
2022_2024,react,25887,Bug: Unnecessary `submit` event of form occurs across re-rendering,yukiyokotani,NO,1,NO,8
2022_2024,react,25907,Bug: Error 403 after clicking the one link in docs,evgeniyworkbel,NO,2,NO,5
2022_2024,react,25906,i can not use react developer tool,20UPE059,NO,3,NO,6
2022_2024,react,25910,deprecated packages in react-scripts,assaad97,NO,1,NO,3
2022_2024,react,25930,"Bug: button with type=""button"" causes form to be submitted when immediately swapped with a button with type ""submit""",vighnesh153,NO,1,NO,0
2022_2024,react,25926,Redux window pane blank,tychong82,NO,0,NO,0
2022_2024,react,25849,useEffect blocking render,Alarid,NO,2,NO,13
2022_2024,react,24810,Bug: `startTransition` not working with `useSyncExternalStore`,stanislav-halyn,NO,5,NO,83
2022_2024,react,25911,Need help to have a granular control over hydration,utkarsh-1mg,NO,0,NO,0
2022_2024,react,25896,"Names of components is doesn't shown properly but letters like ""V"", ""k"" and else. ",AntonVitulskyi,NO,2,NO,2
2022_2024,react,25892,Bug: ,parvtech,NO,0,NO,0
2022_2024,react,25890,React Devtools extension doesn't work in FIrefox,luweeewu,NO,1,NO,0
2022_2024,react,25274,Idea: Add a console.log hint why components get remounted in StrictMode,nikgraf,NO,2,NO,89
2022_2024,react,25860,Bug: Caret moves/jumps to the end of the controlled input,croraf,NO,1,NO,4
2022_2024,react,25873,"Bug: Not StrictMode, mount Component  useMemo Or useState executes twice ",Veath,NO,3,NO,0
2022_2024,react,25870,"[DevTools Bug] Element ""5"" not found",zubyCharles,NO,1,NO,0
2022_2024,react,25716,Bug: broken link in react-reconciler,xfq,NO,1,NO,18
2022_2024,react,25859,Bug: jsconfig not work,soheilhasanjani,NO,1,NO,0
2022_2024,react,25858,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",kmarkWorkStream,NO,1,NO,0
2022_2024,react,25854,Bug: ,andyjxli,NO,0,NO,0
2022_2024,react,25755,"[DevTools Bug] Element ""41"" not found",Afrokk,NO,11,NO,6
2022_2024,react,25487,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",baqarmangrani,NO,4,NO,52
2022_2024,react,25785,"[DevTools Bug] Element ""3"" not found",BlakeMack,NO,1,NO,5
2022_2024,react,25797,"[DevTools Bug] Element ""7"" not found",mustafa-mahmud,NO,2,NO,3
2022_2024,react,25804,"[DevTools Bug] Element ""744"" not found",chicori3,NO,1,NO,2
2022_2024,react,25842,Bug: ,jatoni,NO,0,NO,0
2022_2024,react,25841, Unexpected token '<',DevPriyanshu,NO,1,NO,0
2022_2024,react,25805,I have issues with React Extension,AlibekA,NO,3,NO,2
2022_2024,react,25281,Create  a new react hook called prestate,umerprogramm,NO,7,NO,82
2022_2024,react,25769,"[DevTools Bug] Element ""9"" not found | Also ""Element ""10"" not found"" / ""Element ""12"" not found""...",arbocobra,NO,29,NO,5
2022_2024,react,25817,Bug: cleanup function not called when using suspense. ,dante01yoon,NO,2,NO,0
2022_2024,react,25840,Bug: Attempted import error: 'react-transition-group' does not contain a default export (imported as 'ReactCSSTransitionGroup').,lewisMachilika,NO,1,NO,0
2022_2024,react,25819,"[DevTools Bug] Element ""65"" not found",InfinityScripter,NO,0,NO,0
2022_2024,react,25801,Bug: ,DorianDesings,NO,0,NO,1
2022_2024,react,25802,Bug: Warning: Internal React error: Expected static flag was missing. Please notify the React team.,BenLampson,NO,1,NO,0
2022_2024,react,25808,"[DevTools Bug] Element ""24"" not found",EndyPlus,NO,1,NO,0
2022_2024,react,25807,"[DevTools Bug] Element ""51"" not found",raghupviyer,NO,1,NO,0
2022_2024,react,25287,renderToPipeableStream gzip/broli support,eduardocque,NO,2,NO,49
2022_2024,react,25800,"[DevTools Bug] Element ""35"" not found",Madhvik-Bhalani,NO,1,NO,0
2022_2024,react,25799,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.",ritikjain2190,NO,1,NO,0
2022_2024,react,25796,"[DevTools Bug] Element ""12"" not found",PSoteropulos,NO,1,NO,0
2022_2024,react,25792,"[DevTools Bug] Element ""717"" not found",HuskyTobbi,NO,1,NO,0
2022_2024,react,25764,"Bug: No error is reported using the unimported variables console, but the operation is still successful. What is the reason and what needs to be configured",zhengdechang1,NO,1,NO,1
2022_2024,react,25765,Bug: ,nikolapetrovicc,NO,0,NO,0
2022_2024,react,25784,"[DevTools Bug] Element ""34"" not found",sachaakiba,NO,1,NO,0
2022_2024,react,25766,"[DevTools Bug] Element ""6"" not found",oxygenfront,NO,1,NO,0
2022_2024,react,25761,"[DevTools Bug] Element ""20"" not found",CoreyMcCoy,NO,1,NO,0
2022_2024,react,25759,"[DevTools Bug] Element ""21"" not found",GintokiYT,NO,1,NO,0
2022_2024,react,25746,> > I need this isValidElement to determine whether it's a component or a function,ygs-code,NO,3,NO,2
2022_2024,react,25739,Bug: Uncaught Error: Minified React error #299,rionalab,NO,1,NO,2
2022_2024,react,25743,Error: React project is not working on LoaclHost:3000,SoumyadeepOSD,NO,2,NO,1
2022_2024,react,25665,Bug: React.isValidElement( ) Unable to check the hok function component,ygs-code,NO,2,NO,0
2022_2024,react,25720,React.lazy does not support props in ctor,fivethreeo,NO,1,NO,3
2022_2024,react,25728,Bug: Rules of hooks lint rule doesn't catch some uses of custom hooks,glenjamin,NO,1,NO,2
2022_2024,react,24844,[DevTools Bug]: Uncaught TypeError: hook.sub is not a function,liucan233,NO,3,NO,3
2022_2024,react,25729,Bug: onBlur abnormal behavior in H5 mobile （PC is ok）,ztzzhi,NO,0,NO,0
2022_2024,react,25727,"Bug: Add a transition but searchComponent run onFocus event and onBlue event again  (safari is ok ,chorm is wrong)",ztzzhi,NO,1,NO,0
2022_2024,react,25666,Bug: ,coderyliu,NO,1,NO,6
2022_2024,react,25693,When I publish build then precache and service-worker file not generated.,DhruveshPanchal,NO,1,NO,0
2022_2024,react,25685,Bug: Controlled `radio` element doesn't update the `checked` property when the selected radio changes,mickaelzhang,NO,2,NO,0
2022_2024,react,25644,Bug:,study-sy,NO,0,NO,0
2022_2024,react,25662,Bug: ,jaedon6,NO,0,NO,3
2022_2024,react,25673,"Bug: React Suspense, lazy",jaedon6,NO,2,NO,1
2022_2024,react,25639,Bug: transition update after sync update calculate state wrong,Josscii,NO,2,NO,8
2022_2024,react,25657,Bug: updating array in state updates other states too,Tasztalos69,NO,5,NO,1
2022_2024,react,25649,Bug: save ref into state by callback ref with useImperativeHandle will cause  infinite loops error,csu-feizao,NO,2,NO,3
2022_2024,react,25659,Bug: react-dom > 18 not working in IE 10,gorinov,NO,3,NO,0
2022_2024,react,25647,| Platform | Engine | Arch | Size (bytes) | Diff |,Adimeme,NO,0,NO,1
2022_2024,react,25565,"Bug: useSyncExternalStore does not update internal value if a setState is also called, outside useEffect, causing store sets not re-render",pandaiolo,NO,3,NO,13
2022_2024,react,25640,Bug: ,jaedon6,NO,0,NO,0
2022_2024,react,25618,Bug: React.forwardRef component defaultProps not working,XenoBino,NO,3,NO,0
2022_2024,react,25631,Bug:,albrtkinn,NO,1,NO,0
2022_2024,react,25624,"Bug: Each child in a list should have a unique ""key"" prop. Even after assigning the key!",ujjwal-iqlect,NO,1,NO,0
2022_2024,react,25612,convert function to component react,AlaaAlhoot,NO,1,NO,0
2022_2024,react,25613,"[DevTools Bug] Cannot add node ""47"" because a node with that id is already in the Store.",huvber,NO,1,NO,0
2022_2024,react,25605,Bug: An imposter library @actuallyworks/node-fetch was added as a dependency,CreativeTechGuy,NO,2,NO,0
2022_2024,react,25600,Bug: PropsWithChildren doesn't use React.Children,hazeled,NO,1,NO,0
2022_2024,react,25256,Feature Request: className as object or array (vue-alike),rentalhost,NO,3,NO,48
2022_2024,react,25596,A,ghost,NO,0,NO,0
2022_2024,react,25594,not appearing,mag,NO,0,NO,0
2022_2024,react,25590,Error: Invalid hook call,aymeric75,NO,2,NO,0
2022_2024,react,25589,Bug: Internal React error: Expected static flag was missing. Please notify the React team.,Mumujianguang,NO,1,NO,0
2022_2024,react,25445,Bug: ,Javio99,NO,1,NO,22
2022_2024,react,25584,Bug: ,thangtx69,NO,0,NO,0
2022_2024,react,25580,Bug: Some external components cannot be used as JSX component.,ltsfran,NO,1,NO,0
2022_2024,react,25574,Enhancement: Better solution for useEffect to not make multiple calls. ,sueannioanis,NO,1,NO,0
2022_2024,react,25558,Bug: Using `useSyncExternalStore` changes don't get reflected in UI in production,alinnert,NO,2,NO,1
2022_2024,react,25552,Bug: React Whether gradual migration is supported,Lady-ru,NO,1,NO,0
2022_2024,react,25551,Bug: why render it twice,sellyWu,NO,2,NO,0
2022_2024,react,25531,Bug: e.target.value of <option> differs from actual value,steveroof,NO,1,NO,0
2022_2024,react,25234,[DevTools Bug]: react-devtools standalone launching and quitting after 2 seconds with no errors on Ubuntu 22.04,tomatic,NO,3,NO,2
2022_2024,react,25521,Security vulnerability in React!,watson,NO,1,NO,0
2022_2024,react,25501,Bug: ,Themedicus91,NO,1,NO,0
2022_2024,react,25497,"[DevTools Bug] Could not find ID for Fiber ""MiddleSectionContainer""",yan2441,NO,1,NO,0
2022_2024,react,25486,Bug: `useId()` is not valid when used as selector in e.g. `Element.closest('#' + id)`,lensbart,NO,2,NO,0
2022_2024,react,25469,[ReactDOM bug] Missing upgrade in test-utils,spamshaker,NO,2,NO,4
2022_2024,react,25462,Bug: <div> stops scrolling using keyboard arrows when tabIndex is specified for the onKeyDown event to work,holem,NO,3,NO,4
2022_2024,react,25463,Bug: use-sync-external-store not compatible with skypack,quinn,NO,2,NO,0
2022_2024,react,25280,Create a new react prestate hook,umerprogramm,NO,0,NO,0
2022_2024,react,25451,Bug: Issue with absolute imports in react application,Vikmanatus,NO,2,NO,0
2022_2024,react,25450,Bug: Issue with absolute imports in react application with bootsraped project,Vikmanatus,NO,1,NO,0
2022_2024,react,25306,Bug: React with Antd-design UI Menu component will show splash screen after refresh,Design-duke,NO,3,NO,17
2022_2024,react,25444,Bug: React.memo and generics won't work,tal-rofe,NO,1,NO,0
2022_2024,react,25425,setState haven't effect inside function applied to ref ,diqye,NO,1,NO,1
2022_2024,react,25439,"[DevTools Bug] Cannot add node ""5370"" because a node with that id is already in the Store.",YuvarajPandiyan,NO,1,NO,0
2022_2024,react,25380,dgsdfg,LalitPatil1634,NO,1,NO,0
2022_2024,react,25382,Bug: Error when trying to use @intel/react-pixi package. Expected subtree parent to be a mounted class component. This error is likely caused by a bug in React.,adnanlah,NO,1,NO,0
2022_2024,react,25375,Bug: ,ZouhirBensm,NO,1,NO,0
2022_2024,react,25359,Sending formData to two different urls,Ivann-2612,NO,1,NO,0
2022_2024,react,25356,Bug: Minified React Error,AjayGeek435,NO,1,NO,0
2022_2024,react,25341,Bug: setState2 still uses old value of setState1 even though state1's value is already updated,TamirCode,NO,2,NO,0
2022_2024,react,25330,Bug: Unexpected useState behavior on StrictMode,asendia,NO,2,NO,0
2022_2024,react,25328,Bug: missing @types/react,miky9585,NO,1,NO,0
2022_2024,react,25311,Bug:  Unable to set `value` of ButtonHTMLAttributes to object type,marcusjwhelan,NO,2,NO,0
2022_2024,react,25305,Bug: StrictMode issue with api request calls,devjs1000,NO,1,NO,0
2022_2024,react,25297,Feature Request: New hook `useToggleState`,kkyusufk,NO,3,NO,2
2022_2024,react,25289,Bug: ,anhy999,NO,0,NO,3
2022_2024,react,25290,Bug: Something wrong,PeterM0101,NO,0,NO,1
2022_2024,react,25300,React Lazy Load not working with variable path,suhaibbaba,NO,1,NO,0
2022_2024,react,25293,When can we expect the release of backward compatibility App?,Musadiqkhan-nullbrainer,NO,0,NO,0
2022_2024,react,25269,Bug: ,Shashamura,NO,1,NO,2
2022_2024,react,25250,Error,wansingcheng,NO,1,NO,1
2022_2024,react,25268,Bug: ,Shashamura,NO,1,NO,0
2022_2024,react,25228,[DevTools Bug]: React extension tab in Edge DevTools doesn't have emoji prefix in title.,yanlingwang23,NO,2,NO,4
2022_2024,react,25263,Bug: It seems that the concurrent mode does not work as expect,lizuncong,NO,2,NO,0
2022_2024,react,25237,Bug(not sure): Strange ordering of setState calls,gmoniava,NO,1,NO,1
2022_2024,react,25248,Buddy,jackromo888,NO,1,NO,0
2022_2024,react,25249,Not able to access react developer tools,YaminiPalisetty,NO,0,NO,0
2022_2024,react,25245,"I have issue  React.jsx: type is invalid -- expected a string (for built-in components) or a class/function (for composite components) but got: object. You likely forgot to export your component from the file it's defined in, or you might have mixed up default and named imports.",iftikharahmad786,NO,1,NO,0
2022_2024,react,25238,Bug: Module Error (from ./node_modules/postcss-loader/dist/cjs.js),keisanng,NO,1,NO,0
2022_2024,react,25206,Bug: string CSS variables for use in the content property on pseudo elements do not have quotation marks so do not appear,abelmark,NO,1,NO,2
2022_2024,react,25217,Bug: Behavior in tsplayground and local project differ,LoyalPotato,NO,1,NO,0
2022_2024,react,25180,Bug: useReducer bail-out w/ useEffect + Suspense causes infinite loop (StrictMode error with next/experimental builds),dai-shi,NO,1,NO,6
2022_2024,react,25141,Please reopen issue,steodor,NO,0,NO,15
2022_2024,react,25187,[DevTools Bug]: DevTools shouldn't skip over keyed Fragments in the tree,gaearon,NO,1,NO,2
2022_2024,react,24949,"[DevTools Bug] Cannot remove node ""20025"" because no matching node was found in the Store.",vivek-nrt,NO,2,NO,50
2022_2024,react,25195,[DevTools Bug] Cannot read properties of undefined (reading 'isCollapsed'),alissonally,NO,1,NO,0
2022_2024,react,25193,Bug: The React Native 0.63 app doesn't run on android 4.4,merrymaker14,NO,1,NO,0
